restaurant_name,tfidf_keywords
Halifax,"['bank', 'useless', 'phone', 'customer', 'customer service', 'leaving', 'early', 'issue', 'person', 'service']"
Star Coffee,"['coffee', 'eritrean', 'breakfast', 'bacon', 'egg', 'sandwich', 'shop', 'plus', 'open', 'really family']"
Mama Mia pizza,"['size', 'size just', 'fresh fast', 'doesn know', 'burger didn', 'king size', 'just looking', 'fast delivery', 'phoned', 'plain']"
Wright Silverwood,['nan']
KFC,"['kfc', 'literally', 'recipe', 'secret', 'actually', 'chicken', 'smell', 'staff', 'worse', 'want']"
Harborne Stores,"['pub', 'harborne', 'british', 'sister', 'lovey', 'knocked', 'feel', 'white', 'id', 'stores']"
Primark Cafe - Birmingham (Floor 1),"['themed', 'theme', 'waffle', 'tables', 'drinks', 'ice', 'pizza', 'ok', 'tables rest', 'hype']"
Kwik Stop Breakfast & Snacks,"['hit spot', 'hit', 'sandwiches', 'kind people', 'lovely recommend', 'earthy', 'breakfast', 'value', 'tastes amazing', 'best service']"
Kingdom Coffee,['nan']
Morrisons Cafe,"['hash', 'hash browns', 'browns', 'free refills', 'refills', 'cafe', 'wasn', 'swap', 'sausages', 'cleanliness']"
Five Guys Burgers and Fries Birmingham Five Ways,"['burger', 'fries', 'really especially', 'add', 'expensive', 'brilliant', 'grill onion', 'got lot', 'easily best', 'burger excellent']"
Taste Of Turkey,"['rude', 'arrived', 'phone', 'avoid', 'ordering', 'meat', 'rice bread', 've ordering', 'remind', 'avoid ve']"
Shooters Rack 'n' Roll Bar,"['pool', 'darts', 'tables', 'pool tables', 'sticks', 'bingo', 'dance', 'roof', 'missing', 'game']"
Ristorante Caffe' Gustami,"['italian', 'specials', 'boyfriend', 'calamari', 'absolutely lovely', 'proper', 'lovely', '10 authentic', 'let sit', 'sure absolutely']"
The Wilderness,"['playlist', 'unexpected', 'evening', 'different', 'flavours', 'enjoyable', 'dining', 'start', 'thought try', 'coming kitchen']"
Pret A Manger,"['train', 'customer', 'pret', 'new street', 'customer service', 'service', 'birmingham new', 'baguette', 'street', 'world']"
Lè Mirage Lounge,"['shisha', 'lounge', 'lounge birmingham', 'ice', 'parking', 'green', 'seat', 'seating', '10', 'price']"
Euro Kebab,['nan']
